location_id,stop_name,stop_lon,stop_lat,total,greater_98,average_distance,pct_error
730,"Main & 33rd St [nb]",-122.668518,45.646149,3461,50,14.07560100491191,0.0144
2992,"NE 99th St & 50th Ave [wb]",-122.621033,45.69281,280,4,43.52820840357143,0.0143
2382,"W Main & 5th Ave",-122.542923,45.780689,774,11,15.434462711886313,0.0142
2732,"NE 78th St & 58th Ave",-122.61219,45.678818,352,5,21.173408161931807,0.0142
1145,"Evergreen Blvd & Grand [wb]",-122.639961,45.626099,1059,15,18.21720849291784,0.0142
2672,"Columbia & Fourth Plain",-122.673698,45.640671,71,1,27.136572887323947,0.0141
1607,"VA Medical Center",-122.655548,45.638275,12611,177,34.353463608120144,0.0140
3061,"Fruit Valley Rd & 27th St [nb]",-122.692513,45.64146,1434,20,17.069513155509053,0.0139
2993,"NE 78th St & 26th Ave",-122.643913,45.6786,503,7,17.309691840954265,0.0139
294,"St Johns & 88th St [nb]",-122.624512,45.68668,363,5,24.856062859504114,0.0138
1283,"McGillivray & Park Crest Ave [wb]",-122.517197,45.606232,218,3,20.323358009174317,0.0138
1105,"Evergreen Blvd at Grant House [eb]",-122.659943,45.62785,73,1,27.663791945205478,0.0137
505,"Kauffman & 23rd St",-122.680962,45.638191,73,1,23.034532808219172,0.0137
852,"NE 117th Ave & Padden Parkway [sb]",-122.552689,45.681438,147,2,13.079457823129246,0.0136
607,"E 33rd St & W St [wb]",-122.647423,45.645069,74,1,17.08940386486487,0.0135
3076,"Grace & Rasmussen",-122.526978,45.775974,2681,36,24.699725303245046,0.0134
1094,"Fourth Plain 11300 Block",-122.556808,45.66634,978,13,20.09587591411042,0.0133
543,"Columbia & 33rd St [sb]",-122.673637,45.645161,75,1,21.123499946666662,0.0133
1199,"Mill Plain & Ogden [eb]",-122.617645,45.628624,1279,17,23.59609616497267,0.0133
2930,"Bernie Dr & Lupin St",-122.686646,45.670551,226,3,52.754703415929185,0.0133
1149,"Evergreen Blvd 1400 Block [wb]",-122.655518,45.626778,75,1,30.03538903999999,0.0133
649,"E 18th St & Murton [eb]",-122.638962,45.635292,378,5,52.68376905291006,0.0132
2381,"W Main St & 12th Ave",-122.54953,45.780609,531,7,10.325181126177007,0.0132
1109,"Evergreen Blvd & V St [eb]",-122.648308,45.625809,305,4,17.86072587213115,0.0131
659,"McLoughlin & Grand [wb]",-122.64167,45.632553,536,7,44.50147871828358,0.0131
6068,"Evergreen Blvd & Grant",-122.677933,45.62888,385,5,13.15688524935065,0.0130
799,"Hazel Dell Ave 5200 block [sb]",-122.667442,45.659981,231,3,44.49191037229435,0.0130
1345,"Hwy 99 & 104th St",-122.65451,45.697189,231,3,19.483970004329006,0.0130
2224,"Hwy 99 & 68th St",-122.66349,45.671661,233,3,28.709064519313312,0.0129
6060,"Fourth Plain & Daniels",-122.675148,45.640152,235,3,17.65959791489362,0.0128
4119,"Covington Rd & 102nd Ave",-122.568268,45.672001,78,1,30.98955610256412,0.0128
1197,"Mill Plain & Manzanita Wy [eb]",-122.624771,45.62854,393,5,26.073808402035624,0.0127
3385,"Adams & 5th Ave",-122.406487,45.5858,553,7,53.94459268896923,0.0127
1151,"Evergreen Blvd 800 Block",-122.66423,45.628689,789,10,22.036968569074794,0.0127
1252,"Mill Plain & Z St [wb]",-122.64463,45.628361,1188,15,20.021288873737365,0.0126
4180,"NW 139th St 600 Block",-122.676498,45.721809,80,1,17.344878,0.0125
243,"Evergreen Blvd & Grand [eb]",-122.640213,45.62603,1049,13,19.300332030505242,0.0124
3192,"SW Sam Jackson Pk & OHSU",-122.685471,45.499359,646,8,38.07194739318881,0.0124
1107,"Evergreen Blvd & Reserve St [eb]",-122.65448,45.62606,323,4,15.586196538699697,0.0124
2024,"Washington & 9th St",-122.672768,45.628426,1631,20,42.05652818638871,0.0123
2314,"NE 3rd Ave & E First Ave",-122.392616,45.588829,81,1,14.936305851851856,0.0123
2078,"St Johns 7300 Block",-122.630379,45.675442,82,1,20.003639317073173,0.0122
3024,"Hazel Dell Ave & 94th St [sb]",-122.669327,45.689365,735,9,15.160297672108845,0.0122
6136,"7th Street at Turtle Place",-122.672005,45.626637,19472,235,27.057136728892758,0.0121
890,"NE 99th St & 118th Ave",-122.550797,45.693439,505,6,18.693179289108905,0.0119
1173,"E St 2600 Block",-122.343018,45.579941,337,4,18.931484311572703,0.0119
236,"E 33rd St & Main, nearside [wb]",-122.668175,45.645348,928,11,17.965354567887935,0.0119
2866,"Evergreen Blvd & Shorewood Dr",-122.615646,45.618271,169,2,47.796071792899404,0.0118
1318,"SE 164th Ave & 32nd St",-122.504066,45.598701,1114,13,20.99706660682225,0.0117
6171,"Fourth Plain & Z Street [wb]",-122.643349,45.638229,771,9,15.118541734111544,0.0117
2203,"NE 112th Ave 3300 Block",-122.558128,45.647129,346,4,17.909596736994217,0.0116
6082,"SE 192nd Ave & 31st St [sb]",-122.478294,45.598164,602,7,28.643264466777392,0.0116
2272,"NE 102nd Ave & Fourth Plain",-122.568359,45.662846,694,8,15.52077839769452,0.0115
6130,"SE 136th Ave & Block 1200",-122.532364,45.61314,347,4,37.447521564841516,0.0115
2231,"NE 99th St & 4th Ave",-122.673599,45.69294,87,1,20.57399057471264,0.0115
6087,"SE 34th Street & 172nd Avenue [eb]",-122.497185,45.596634,352,4,22.231982923295448,0.0114
6129,"SE 136th Ave & McGillivray",-122.532387,45.610138,1321,15,51.81902431264189,0.0114
2961,"NW 99th St & 12th Ave [wb]",-122.683197,45.692902,88,1,37.940477454545444,0.0114
1351,"Hwy 99 8000 Block",-122.661949,45.680012,1065,12,24.42246591267603,0.0113
6003,"SW 6th & Salmon",-122.679596,45.516979,1697,19,38.51480672245142,0.0112
2284,"Adams St & 5th Ave",-122.406509,45.585411,623,7,37.7609041861958,0.0112
2695,"NE 76th St 11000 Block",-122.559509,45.677761,178,2,16.111159033707878,0.0112
6024,"Fruit Valley Rd & 37th St [nb]",-122.692192,45.648399,978,11,28.601919653374214,0.0112
2847,"W 39th St & Kauffman [eb]",-122.681427,45.650021,984,11,19.761943178861802,0.0112
2099,"St James & 50th Cir",-122.637779,45.657711,715,8,17.138719127272722,0.0112
801,"Main & 45th St [sb]",-122.666748,45.654221,1908,21,28.53143930241088,0.0110
689,"Stapleton Rd 2800 Block",-122.616859,45.64241,273,3,67.80182600366301,0.0110
2489,"Hwy 99 & 122nd St [sb]",-122.6493,45.70916,92,1,50.37532608695654,0.0109
651,"E 18th St 3600 Block [eb]",-122.632942,45.634781,740,8,23.49726487972976,0.0108
643,"Grand & 32nd St [sb]",-122.641769,45.644032,93,1,19.878982268817204,0.0108
3378,"NE 3rd Ave & Sheperd Rd [wb]",-122.374657,45.588539,280,3,29.000426200000014,0.0107
2348,"Addy St 3300 Block [wb]",-122.334,45.575329,187,2,16.620496171122987,0.0107
560,"Lincoln & 59th St [sb]",-122.68251,45.66534,187,2,30.815236770053502,0.0107
2274,"Fourth Plain 10200 Block",-122.568031,45.661991,2083,22,15.966878222275545,0.0106
2915,"NE 162nd Ave & 9th St",-122.50592,45.628342,853,9,16.994466335287225,0.0106
1310,"SE 164th Ave 900 Block",-122.504494,45.614979,2672,28,33.688343533682634,0.0105
2115,"Mill Plain & Missoula",-122.609619,45.6283,190,2,16.702895299999998,0.0105
1338,"Hwy 99 9100 Block",-122.65892,45.688648,1522,16,14.233075351511182,0.0105
4149,"Hazel Dell Ave 4900 Block [nb]",-122.666878,45.657242,964,10,32.12483405394189,0.0104
